solar_kw,wind_kw,hydro_kw,battery_soc,next_gen_kw
11.970294489294409,49.75983381517787,84.62544627173445,0.0884571423832754,147.34415438351007
0.5969249594878545,4.483924328831545,97.25993133250144,0.22487699108866055,97.86516741721358
1.1229762922367548,17.337564689138617,72.56697034741005,0.05552579162010418,87.46811966080787
65.71482388022199,79.34792821530866,22.62678417858889,0.14362302390281834,163.12014706428948
27.16851679421216,49.22908039108681,31.993860722082466,0.5980983536412768,110.73664896498231
12.45977616953391,59.878302807453906,91.71340429849265,0.9252081651416589,160.86548874699167
2.9118981749288175,80.86641888149542,33.49570323892668,0.039415517580750126,112.49228222750651
87.67932659530064,43.67196189274852,90.252073313025,0.5263014039785199,219.64529637478668
87.2727086160182,70.85681123604645,38.77881461220441,0.3587680719206705,200.43530146914566
11.797418261073645,41.64917374401054,29.634329471603525,0.1521653106831985,80.44700222269937
50.39249051251843,50.263876815819245,85.1298032169823,0.45362315784472795,187.55350918749872
49.64314165463119,47.66426423088576,96.09600572572398,0.7450750703489082,196.85774221340287
98.29789975762148,71.4417337281905,99.73387868038736,0.8161326847361827,270.8942362388131
74.6902175992172,9.224937395091025,46.53926949499151,0.046916979999212405,133.7041829299886
7.804590964793645,4.36320895197394,83.96399715977388,0.7809678935114381,97.57158623449332
26.508045843603934,99.13692862474835,15.69343027269806,0.21210322470668586,139.39206285301154
87.72240104489953,21.127602573960747,54.349445092277406,0.6041397441093569,163.16614979268616
68.35376764574619,49.25074907557993,66.1035225605183,0.4328631659925559,180.8991798400894
69.6990420831365,49.34069259665015,23.707924480287858,0.9022602111741741,138.07600564997202
36.305318777026805,30.009590001795317,3.7340825118779453,0.26767630644494056,71.17201806821029
67.09446386832127,55.28993117151767,16.096704719725263,0.3394911187720192,141.35748785456462
0.8768795224457171,74.66551647341616,9.449591713181915,0.3185027366069102,86.8854705898326
68.2749051442823,30.120116149567867,12.344857794866382,0.9786933049421038,109.09062306325006
79.8001677834113,19.04289154077431,70.032478946958,0.9560414332312522,172.3600905690916
30.066653514305706,84.97332553766029,93.58525560492626,0.48630377512885303,211.32569472896833
87.33090653183837,25.949598311348154,93.7395476918095,0.9720348972551783,210.48178109242616
87.34390878024382,80.314185541315,10.180773800781218,0.7546300049849833,178.63979933447953
53.31633868379881,85.114772670582,91.3420930589649,0.80190837769881,230.3541606384315
14.799541306304576,82.69842433610144,76.67068824853945,0.46138912195420057,170.1102485598725
80.40355332915668,57.9170010402598,38.14015156104874,0.4192238248062832,175.63091880239253
52.753490475997964,35.28721217246642,46.63171210793916,0.8568321643609875,137.61909698675694
39.42167232149211,75.77452101825921,55.40288446974546,0.8325797422408023,174.78968018901173
97.01814056999568,87.19219820105145,56.068448788570656,0.6519305970321466,235.87975057087283
33.15299839626563,60.059775501660894,32.35516172896787,0.00191460027008028,121.64215865246668
53.371146111982085,3.978381093412997,90.9214698391155,0.16280500593647929,152.96085596871805
25.038836283212618,77.95327561962925,25.11601730737668,0.08312872920379022,132.4646481527785
90.12355485110378,76.34553145939526,93.8310819546588,0.9357999917602182,262.89884160500407
62.851077675992286,9.217969684205151,93.37877756662428,0.5970303030017017,165.4696924315796
